"נתונים היסטוריים - ת""א - 25",,,,,,
מתאריך 01/01/2006 עד תאריך 25/07/2016, תדירות נתונים: יומי,,,,,
,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,"שווי שוק כולל(אלפי ש""ח) * "
12/08/2008,1015.36,1014.25,1012.21,1016.9,1009.06,421089945
11/08/2008,1014.7,1020.83,1015.36,1022.98,1013.48,424188470
07/08/2008,1017.24,1017.03,1014.7,1021.11,1008.6,427091538
06/08/2008,1022.11,1033.92,1017.24,1034.89,1014.36,427137861
05/08/2008,1012.75,1014.94,1022.11,1025.54,1012.03,426806466
04/08/2008,1026.46,1028.32,1012.75,1032.39,1012.75,425694094
03/08/2008,1034.97,1027.1,1026.46,1030.74,1025.87,433690931
31/07/2008,1034.22,1038.66,1034.97,1039.7,1026.35,435987899
30/07/2008,1028.51,1039.43,1034.22,1040.09,1032.63,431000521
29/07/2008,1028.43,1014.89,1028.51,1032.02,1012.73,428609531
28/07/2008,1031.72,1031.4,1028.43,1032.58,1024.02,433550921
27/07/2008,1028.13,1034.13,1031.72,1035.15,1028.25,432569753
24/07/2008,1037.76,1045.43,1028.13,1045.63,1025.79,431843469
23/07/2008,1022.26,1032.47,1037.76,1038.12,1031.16,433627533
22/07/2008,1028.06,1023.63,1022.26,1024.24,1016.53,429807377
21/07/2008,1018.59,1020.15,1028.06,1032.95,1015.12,430583632
20/07/2008,1009.84,1016.07,1018.59,1021.29,1014.85,421752575
17/07/2008,986.44,1006.73,1009.84,1012.94,999.72,420800557
16/07/2008,991.24,1002.72,986.44,1003.28,980.59,413471826
15/07/2008,1014.22,1004.94,991.24,1005.55,989.8,416478792
14/07/2008,1007,1015.62,1014.22,1022.97,1011.32,424875384
13/07/2008,1023.42,1006.26,1007,1008.69,1001.51,422255581
10/07/2008,1026.66,1014.38,1023.42,1031.41,1012.99,435897178
09/07/2008,1018.39,1031.8,1026.66,1033.9,1021.49,433141019
08/07/2008,1027.94,1012.24,1018.39,1022.24,1005.64,428421439
07/07/2008,1018.03,1026.24,1027.94,1033.62,1009.3,433745486
06/07/2008,1030.42,1025.42,1018.03,1034.7,1015.29,435074716
03/07/2008,1065.58,1051.4,1030.42,1053.07,1029.99,438363595
02/07/2008,1085.64,1075.64,1065.58,1080.05,1065.58,455710804
30/06/2008,1082.88,1085.13,1085.64,1087.82,1068.9,464006162
29/06/2008,1097.91,1087.91,1082.88,1090.19,1076.6,456487830
26/06/2008,1122.29,1115.22,1097.91,1116.72,1097.91,462501454
25/06/2008,1115.21,1116.67,1122.29,1122.71,1114.81,468351538
24/06/2008,1127.5,1127.4,1115.21,1130.3,1115.21,469209837
23/06/2008,1119.52,1124.56,1127.5,1128.88,1122.29,471391240
22/06/2008,1128.73,1113.84,1119.52,1119.52,1112.19,467776431
18/06/2008,1133.97,1136.27,1128.73,1138.27,1126.25,471955369
17/06/2008,1116.16,1119.15,1133.97,1135.46,1118.68,472100939
16/06/2008,1116.3,1118.28,1116.16,1123,1112.5,461697798
15/06/2008,1107.91,1119.92,1116.3,1121.66,1114.1,457462281
12/06/2008,1103.54,1095.25,1107.91,1110.7,1094.51,456549117
11/06/2008,1105.67,1112.49,1103.54,1118.06,1102.77,457458948
10/06/2008,1122.17,1102.02,1105.67,1108.62,1099.2,455128861
05/06/2008,1114.96,1118.64,1122.17,1123.98,1115.63,465143025
04/06/2008,1118.45,1117.13,1114.96,1122.85,1109.54,460036620
03/06/2008,1111.14,1109.47,1118.45,1121.18,1108.21,461144870
02/06/2008,1122.2,1122.82,1111.14,1124.93,1110.22,457506525
01/06/2008,1117.63,1124.83,1122.2,1129.14,1122.2,460640052
29/05/2008,1108.82,1112.8,1117.63,1121.11,1111.37,458837852
28/05/2008,1103.47,1101.01,1108.82,1115.03,1098.21,457567292
27/05/2008,1088.66,1098.72,1103.47,1104.14,1093.8,455742279
26/05/2008,1087.21,1086.86,1088.66,1092.02,1082.17,447415963
25/05/2008,1101.2,1090.28,1087.21,1092.69,1082.52,445241739
22/05/2008,1101.65,1093.52,1101.2,1103.06,1091.9,450797215
21/05/2008,1087.6,1092.02,1101.65,1114.34,1092.02,451063185
20/05/2008,1107.73,1102.88,1087.6,1105.77,1085.77,447413390
19/05/2008,1093.03,1096.6,1107.73,1110.63,1094.47,455868530
18/05/2008,1099.03,1094.62,1093.03,1096.13,1088.78,451221993
15/05/2008,1100.41,1098.91,1099.03,1105.25,1094.96,453732171
14/05/2008,1083.38,1085.28,1100.41,1100.41,1083.11,455319535
13/05/2008,1083.35,1096.66,1083.38,1097.27,1080.93,447850484
12/05/2008,1077.29,1084.26,1083.35,1086.98,1081.7,448895544
11/05/2008,1087.02,1075.12,1077.29,1080.57,1073.74,446510617
06/05/2008,1100.08,1101.16,1087.02,1101.96,1083.12,450929151
05/05/2008,1105.55,1102.58,1100.08,1103.8,1097.01,455692381
04/05/2008,1078.69,1091.35,1105.55,1105.55,1089.28,458364982
01/05/2008,1080.5,1074.82,1078.69,1083.8,1074.71,448304798
30/04/2008,1076.57,1075.24,1080.5,1082.28,1064.83,450376214
29/04/2008,1087.69,1081.71,1076.57,1084.1,1074.44,448009279
28/04/2008,1092.91,1094.19,1087.69,1099.01,1085.27,452422803
27/04/2008,1099.61,1107.73,1092.91,1110.13,1092.26,455147574
24/04/2008,1094.91,1106.01,1099.61,1110.85,1097.69,461140068
23/04/2008,1097.46,1097.49,1094.91,1104.41,1093.7,461139150
22/04/2008,1095.25,1093.11,1097.46,1100.67,1092.76,459123306
21/04/2008,1090.69,1109.12,1095.25,1110.71,1095.25,457390853
17/04/2008,1080.23,1084.96,1090.69,1091.81,1080.34,458592339
16/04/2008,1062.56,1064.39,1080.23,1080.23,1062.74,452732189
15/04/2008,1049.13,1055.11,1062.56,1066.07,1050.12,448560619
14/04/2008,1048.96,1045.31,1049.13,1054.59,1041.9,443771318
13/04/2008,1065.17,1055.68,1048.96,1060.02,1048.96,443506375
10/04/2008,1067.4,1063.6,1065.17,1070.48,1057.37,447414754
09/04/2008,1056.2,1053.39,1067.4,1070.12,1052.29,446949622
08/04/2008,1053.28,1044.47,1056.2,1056.53,1044.47,443551657
07/04/2008,1054.79,1066.78,1053.28,1066.78,1051.4,444539234
06/04/2008,1039.33,1048.93,1054.79,1057.14,1046.47,441816877
03/04/2008,1047.25,1042.26,1039.33,1052.66,1038.01,434346957
02/04/2008,1009.25,1035.34,1047.25,1047.25,1026.75,436564615
01/04/2008,997.16,995.3,1009.25,1010.46,993.82,421811781
31/03/2008,999.03,996.96,997.16,1000.82,983.63,415283467
30/03/2008,1022.99,1013.27,999.03,1013.86,997.42,414816560
27/03/2008,1032.36,1022.68,1022.99,1035.45,1021,421583865
26/03/2008,1039.71,1033.15,1032.36,1038.96,1027.66,422904816
25/03/2008,1028.08,1040.59,1039.71,1044.04,1033.85,426026796
24/03/2008,1027.38,1024.03,1028.08,1031.18,1019.2,421984399
23/03/2008,993.22,1011.67,1027.38,1027.38,1010.2,420509863
20/03/2008,1001.13,986.42,993.22,1002.11,984.09,410563147
19/03/2008,985.8,1004.52,1001.13,1005.03,986.21,417135542
18/03/2008,964.38,983.52,985.8,988.3,966.55,409553966
17/03/2008,1004.7,993.97,964.38,998.66,964.38,398942898
16/03/2008,1024.56,1016.24,1004.7,1016.24,1001.89,416899074
13/03/2008,1062.29,1044.48,1024.56,1046.98,1024.56,425455826
12/03/2008,1047.15,1070.55,1062.29,1072.92,1060.39,440318761
11/03/2008,1048,1044.66,1047.15,1049.07,1038.13,436137012
10/03/2008,1044.95,1045.85,1048,1048.57,1039.84,438545919
09/03/2008,1071.94,1048.48,1044.95,1050.48,1044.48,437553049
06/03/2008,1086.88,1089.3,1071.94,1090.33,1071.94,448920684
05/03/2008,1072.73,1079.91,1086.88,1087.07,1074.62,452991313
04/03/2008,1078.24,1078.35,1072.73,1083.75,1065.36,446179540
03/03/2008,1074.07,1075.19,1078.24,1078.45,1068.72,449047493
02/03/2008,1109.96,1081.46,1074.07,1083.16,1074.07,446278764
28/02/2008,1120.09,1127.69,1109.96,1127.69,1108.78,459388331
27/02/2008,1122.73,1127.8,1120.09,1130.91,1115.68,464014516
26/02/2008,1116.09,1128.38,1122.73,1132.5,1121.62,465793333
25/02/2008,1116.46,1117.71,1116.09,1127.73,1109.47,461490565
24/02/2008,1102.15,1104.81,1116.46,1117.79,1102.45,460355043
21/02/2008,1088.09,1095.27,1102.15,1103.82,1094.58,454201489
20/02/2008,1100.67,1089.8,1088.09,1095.82,1085.1,447272411
19/02/2008,1089.93,1096.94,1100.67,1103.02,1091.12,449857236
18/02/2008,1084.8,1087.18,1089.93,1093.45,1086.48,444685153
17/02/2008,1090.66,1086.74,1084.8,1089.15,1081.49,442047017
14/02/2008,1087.09,1098.64,1090.66,1099.74,1088.51,444979430
13/02/2008,1073.99,1069.8,1087.09,1087.09,1067.51,444304692
12/02/2008,1051.54,1062.53,1073.99,1076.33,1054.49,437682386
11/02/2008,1048.76,1046.62,1051.54,1058.3,1044.97,430055471
10/02/2008,1057.64,1063.86,1048.76,1065.88,1048.76,429211016
07/02/2008,1068.51,1058.43,1057.64,1061.7,1044.99,431664951
06/02/2008,1068.51,1052.81,1068.51,1072.75,1049.86,436915909
05/02/2008,1080.64,1084.47,1068.51,1085.5,1061.89,435989741
04/02/2008,1089.24,1095.05,1080.64,1097.6,1080.64,437589240
03/02/2008,1061,1083.08,1089.24,1090.62,1082.46,439725650
31/01/2008,1071.37,1076.44,1061,1079.29,1052.2,429572574
30/01/2008,1075.42,1069.57,1071.37,1077,1067.78,434014157
29/01/2008,1048.15,1062.11,1075.42,1080.4,1056.64,435209759
28/01/2008,1050.37,1033.02,1048.15,1052.23,1030.34,426183371
27/01/2008,1064.96,1057.68,1050.37,1059.01,1046.24,426643944
24/01/2008,1065.35,1060.61,1064.96,1078.78,1057.17,431870399
23/01/2008,1101.96,1110.79,1065.35,1115.7,1044.9,431159165
22/01/2008,1117.15,1082.37,1101.96,1106.99,1077.34,447661400
21/01/2008,1150.16,1136.34,1117.15,1137.78,1110.95,456421675
20/01/2008,1138.92,1133.11,1150.16,1150.16,1124.75,467791417
17/01/2008,1140.66,1147.77,1138.92,1149.15,1136.05,463515756
16/01/2008,1150.38,1132.59,1140.66,1148.79,1128.81,464528849
15/01/2008,1170.54,1169.95,1150.38,1171.16,1150.38,466632643
14/01/2008,1164.35,1160.94,1170.54,1174.9,1159.31,474955039
13/01/2008,1160.59,1152.34,1164.35,1164.44,1147.08,474602579
10/01/2008,1180.22,1185.77,1160.59,1186.62,1160.05,473079595
09/01/2008,1189.52,1182.94,1180.22,1184.07,1176.09,483958592
08/01/2008,1176.61,1185.28,1189.52,1189.52,1181.57,483799492
07/01/2008,1177.73,1183.29,1176.61,1185.66,1176.61,477071608
06/01/2008,1208.47,1176.83,1177.73,1181.96,1172.35,476123250
03/01/2008,1219.5,1214.45,1208.47,1216.01,1201.55,486292966
02/01/2008,1225.09,1221.09,1219.5,1228.93,1217.05,488777347
01/01/2008,1217.07,1214.83,1225.09,1227.68,1213.89,489945042
31/12/2007,1215.9,1220.13,1217.07,1225.12,1215.18,485884945
30/12/2007,1224.88,1221.33,1215.9,1223.25,1212.67,492460097
27/12/2007,1226.49,1217.22,1224.88,1237.2,1217.22,496512817
26/12/2007,1230.71,1232.62,1226.49,1234.27,1223.58,495633131
25/12/2007,1223.64,1226.5,1230.71,1230.71,1224.19,497891133
24/12/2007,1218.17,1219.32,1223.64,1224.17,1218.27,496660357
23/12/2007,1198.73,1218.26,1218.17,1223.1,1217.47,491961582
20/12/2007,1188.68,1190.6,1198.73,1200.9,1188.1,483309243
19/12/2007,1184.65,1188.26,1188.68,1191.1,1181.17,479618064
18/12/2007,1180.84,1184.67,1184.65,1194.27,1183.32,477988401
17/12/2007,1186.17,1187.26,1180.84,1189.48,1173.89,478238822
16/12/2007,1225.92,1215.83,1186.17,1215.83,1184.25,479219624
13/12/2007,1234.71,1224.57,1225.92,1228.37,1218.78,492775925
12/12/2007,1224.57,1217.09,1234.71,1237.17,1213.79,494853967
11/12/2007,1224.09,1229.31,1224.57,1231.98,1221.77,490580035
10/12/2007,1222.12,1218.48,1224.09,1227.7,1215.67,490363186
09/12/2007,1211.81,1218.84,1222.12,1225.2,1218.16,489183280
06/12/2007,1207.19,1210.2,1211.81,1215.85,1207.16,485362197
05/12/2007,1183.95,1194.21,1207.19,1208.18,1191.88,482458146
04/12/2007,1189.52,1192.31,1183.95,1193.7,1182.99,475201193
03/12/2007,1199.4,1199.15,1189.52,1202.5,1189.52,476013141
02/12/2007,1187.56,1196.1,1199.4,1205.08,1196.1,476953883
29/11/2007,1186.14,1196.25,1187.56,1204.07,1183.68,472482009
28/11/2007,1168.18,1173.82,1186.14,1186.14,1171.24,471420156
27/11/2007,1174.24,1172.25,1168.18,1179.77,1166.89,465047143
26/11/2007,1178.84,1184.4,1174.24,1186.53,1172.5,468914693
25/11/2007,1165.35,1178.96,1178.84,1185.06,1176.73,469498302
22/11/2007,1165.74,1166.98,1165.35,1170.81,1160.42,465765558
21/11/2007,1194.36,1177.58,1165.74,1182.1,1165.74,467105253
20/11/2007,1193.56,1196.76,1194.36,1198.65,1188.44,477671598
19/11/2007,1205.02,1205.64,1193.56,1208.81,1193.56,478744868
18/11/2007,1199.79,1206.05,1205.02,1207.03,1198.22,482340590
15/11/2007,1207.47,1204.76,1199.79,1206.74,1196.3,481347098
14/11/2007,1209.39,1223.86,1207.47,1224.68,1203.49,483882102
13/11/2007,1195.08,1192.64,1209.39,1210.34,1189.36,484206701
12/11/2007,1196.96,1198.09,1195.08,1206.27,1194.65,480736056
11/11/2007,1220.4,1202.18,1196.96,1204.53,1193.42,481098658
08/11/2007,1227.11,1206.93,1220.4,1224.21,1205.02,487106751
07/11/2007,1234.82,1235.5,1227.11,1239.32,1226.02,489720178
06/11/2007,1225.28,1232.08,1234.82,1240.63,1231.68,492155452
05/11/2007,1229.99,1219.12,1225.28,1226.31,1214.44,488503161
04/11/2007,1224,1226.94,1229.99,1232.4,1221.63,489639173
01/11/2007,1237.13,1245.98,1224,1248.8,1222.74,487637009
31/10/2007,1229.05,1232.35,1237.13,1240.49,1231.37,491566142
30/10/2007,1231.63,1228.46,1229.05,1234.83,1226.49,489510917
29/10/2007,1228.32,1235.33,1231.63,1235.33,1223.89,493639844
28/10/2007,1193.36,1211.88,1228.32,1229.14,1210.59,490756842
25/10/2007,1180.44,1197.54,1193.36,1204.18,1189.58,480178644
24/10/2007,1196.56,1193.9,1180.44,1201,1180.05,476892742
23/10/2007,1182.38,1192.92,1196.56,1199.06,1191.28,480218688
22/10/2007,1172.45,1171.48,1182.38,1185.21,1168.31,476664934
21/10/2007,1190.3,1171.85,1172.45,1179.64,1170.74,473103503
18/10/2007,1194.91,1198.07,1190.3,1199.2,1186.45,479889679
17/10/2007,1188.19,1188.46,1194.91,1201.09,1186.09,482664511
16/10/2007,1176.99,1175.63,1188.19,1185.09,1171.74,481504305
15/10/2007,1185.2,1185.87,1176.99,1188.46,1176.83,476464722
14/10/2007,1195.09,1196.52,1185.2,1196.93,1182.42,479203323
11/10/2007,1185.17,1189.68,1195.09,1196.45,1189.35,480948923
10/10/2007,1187.12,1191.02,1185.17,1192.65,1181.89,476468427
09/10/2007,1174.4,1174.39,1187.12,1188.13,1174.39,477190038
08/10/2007,1176.13,1176.77,1174.4,1180.17,1173.32,472763257
07/10/2007,1157.5,1170.08,1176.13,1181.66,1169.29,472568997
02/10/2007,1150.19,1163.65,1157.5,1163.76,1156.47,468967171
01/10/2007,1145.84,1143.88,1150.19,1154.9,1140.77,465984157
30/09/2007,1130.42,1146.92,1145.84,1150.92,1144.37,465705459
25/09/2007,1120.47,1120.14,1130.42,1130.82,1113.53,460280130
24/09/2007,1104.57,1109.06,1120.47,1122.87,1107.05,456772598
23/09/2007,1089.8,1094.67,1104.57,1104.69,1094.67,449893947
20/09/2007,1093.06,1090.35,1089.8,1092.85,1085.05,446866540
19/09/2007,1068.57,1090.64,1093.06,1093.99,1088.61,449310963
18/09/2007,1058.48,1057.62,1068.57,1069.72,1055.79,440061885
17/09/2007,1062.64,1060.32,1058.48,1062,1055.16,436181356
16/09/2007,1048.65,1059.03,1062.64,1066.84,1058.14,438703936
11/09/2007,1040.77,1038.92,1048.65,1049.28,1032.68,434104248
10/09/2007,1037.49,1039.01,1040.77,1046.76,1036.05,431948025
09/09/2007,1052.22,1037.3,1037.49,1037.98,1029.91,430376538
06/09/2007,1067.5,1073.65,1052.22,1075.11,1049.93,436804425
05/09/2007,1077.61,1076.91,1067.5,1081.45,1067.5,440968537
04/09/2007,1069.72,1067.05,1077.61,1079.7,1061.18,444226228
03/09/2007,1076.69,1072.82,1069.72,1076.42,1068.49,440491732
02/09/2007,1056.58,1073.61,1076.69,1077.78,1069.33,442476769
30/08/2007,1066.95,1079.78,1056.58,1079.94,1052.81,435205578
29/08/2007,1071.46,1061.72,1066.95,1071.76,1060.81,437612041
28/08/2007,1075.52,1075.37,1071.46,1076.53,1068.59,438625803
27/08/2007,1083.16,1081.42,1075.52,1082.28,1075.35,439981127
26/08/2007,1061.47,1077.3,1083.16,1085.18,1073.84,443050487
23/08/2007,1055.61,1068.15,1061.47,1070.63,1058.99,435409169
22/08/2007,1041.48,1046.85,1055.61,1057.78,1042.17,434592323
21/08/2007,1054.44,1059.27,1041.48,1060.57,1039.9,428794627
20/08/2007,1056.42,1061.01,1054.44,1065.7,1054.44,433892037
19/08/2007,1038.1,1058.44,1056.42,1063.68,1052.83,435357562
16/08/2007,1072.25,1049.62,1038.1,1052.55,1037.01,431405261
15/08/2007,1081.4,1061.3,1072.25,1072.96,1058.04,445549195
14/08/2007,1087.46,1084.13,1081.4,1088.88,1080.61,449721982
13/08/2007,1080.26,1087.1,1087.46,1094.67,1084.61,452258047
12/08/2007,1072.69,1068.76,1080.26,1081.46,1061.39,450246916
09/08/2007,1091.47,1098.42,1072.69,1098.71,1065.8,448605177
08/08/2007,1068.88,1079.58,1091.47,1091.47,1079.58,453760367
07/08/2007,1060.17,1076.97,1068.88,1080.65,1064.93,445546609
06/08/2007,1050.97,1057.98,1060.17,1066.82,1055.97,441524825
05/08/2007,1091.2,1059.92,1050.97,1059.92,1046.21,438744438
02/08/2007,1095.09,1098.93,1091.2,1102.14,1087.87,453818115
01/08/2007,1120.71,1093.33,1095.09,1101.06,1084.65,452667925
31/07/2007,1105.01,1114.29,1120.71,1121.48,1112.96,463695403
30/07/2007,1089.27,1106.95,1105.01,1109.81,1083.9,456001821
29/07/2007,1137.12,1105.78,1089.27,1109.46,1081.94,449839428
26/07/2007,1166.63,1154.89,1137.12,1160.46,1133.42,467318244
25/07/2007,1165.25,1157.99,1166.63,1168.11,1154.7,476881169
23/07/2007,1158.35,1161.74,1165.25,1166.56,1159.46,474819679
22/07/2007,1161.21,1155.9,1158.35,1159.73,1153.58,472424961
19/07/2007,1151.83,1155.17,1161.21,1164.16,1155.09,474774389
18/07/2007,1156.04,1153.53,1151.83,1155.6,1148.19,473616148
17/07/2007,1154.94,1156.65,1156.04,1159.4,1148.99,473334853
16/07/2007,1160.84,1157.39,1154.94,1158.68,1151.5,473573445
15/07/2007,1148.55,1162.03,1160.84,1164.98,1159.32,474912884
12/07/2007,1137.91,1146.8,1148.55,1149.09,1142.05,467921078
11/07/2007,1136.91,1131.36,1137.91,1139.66,1128.76,451265785
10/07/2007,1145.29,1145.44,1136.91,1146.74,1135.65,449995357
09/07/2007,1138.54,1141.76,1145.29,1146.57,1140.24,453261881
08/07/2007,1139.71,1143.35,1138.54,1143.57,1133.29,450727581
05/07/2007,1141.76,1143.33,1139.71,1143.85,1136.33,450203175
04/07/2007,1138,1140,1141.76,1145.8,1138.39,450042298
03/07/2007,1121.37,1130.35,1138,1138.26,1130.25,450057064
02/07/2007,1114.62,1116.35,1121.37,1122.34,1111.65,445440523
01/07/2007,1112.92,1106.89,1114.62,1115.94,1105.66,442842231
28/06/2007,1107.87,1123.75,1112.92,1124.35,1109.05,443208017
27/06/2007,1119.14,1115.04,1107.87,1117.16,1106.43,439758804
26/06/2007,1120.52,1119.38,1119.14,1122.35,1113.93,442126825
25/06/2007,1122.45,1122.5,1120.52,1123.1,1115.59,441602764
24/06/2007,1119.1,1115.37,1122.45,1123.69,1112.25,441150839
21/06/2007,1126.31,1122.04,1119.1,1122.04,1111.22,438469459
20/06/2007,1124.75,1126.29,1126.31,1136.84,1125.23,439756841
19/06/2007,1126.38,1128.42,1124.75,1129.06,1119.77,439735612
18/06/2007,1134.41,1136.85,1126.38,1137.48,1125.5,440092397
17/06/2007,1107.32,1113.42,1134.41,1135.34,1113.42,442724701
14/06/2007,1096.65,1107.4,1107.32,1109.64,1101.94,434523776
13/06/2007,1092.92,1082.29,1096.65,1097.36,1078.47,431012390
12/06/2007,1111.19,1108.18,1092.92,1110.99,1091.46,430388105
11/06/2007,1108.48,1110.77,1111.19,1115.05,1096.2,434234744
10/06/2007,1111.01,1108.38,1108.48,1109.89,1088.83,431771168
07/06/2007,1122.44,1126.97,1111.01,1128.02,1101.51,433647808
06/06/2007,1133.85,1135.27,1122.44,1136.78,1119.8,435943032
05/06/2007,1130.23,1142.27,1133.85,1142.27,1133.71,439181504
04/06/2007,1132.57,1129.38,1130.23,1133.49,1125.17,438734331
03/06/2007,1126.37,1131.31,1132.57,1138.2,1126.48,439536343
31/05/2007,1117.97,1130.46,1126.37,1134.41,1124,437201788
30/05/2007,1130.88,1121.44,1117.97,1121.67,1112.89,435434718
29/05/2007,1125.84,1130.29,1130.88,1135.01,1128.52,439828727
28/05/2007,1107.28,1110.46,1125.84,1126.66,1110.29,438546630
27/05/2007,1105.53,1105,1107.28,1109.02,1097.8,432631064
24/05/2007,1100.55,1114.97,1105.53,1114.97,1093.7,432597973
21/05/2007,1101.25,1103.13,1100.55,1108.21,1097.58,429599605
20/05/2007,1114.75,1114.54,1101.25,1119.5,1096.51,430463203
17/05/2007,1124.77,1126.22,1114.75,1129.18,1113.53,433767050
16/05/2007,1119.75,1122.13,1124.77,1128.42,1118.07,436653877
15/05/2007,1114.25,1110.63,1119.75,1121.58,1108.19,434937003
14/05/2007,1116.49,1121.29,1114.25,1121.32,1111.43,433147725
13/05/2007,1106.82,1113.66,1116.49,1117.77,1101.81,432170929
10/05/2007,1094.11,1096.6,1106.82,1107.87,1095.22,427622597
09/05/2007,1084.73,1093.34,1094.11,1095.71,1088.21,423842192
08/05/2007,1095.13,1097.24,1084.73,1098.78,1083.16,420614155
07/05/2007,1097.48,1102.25,1095.13,1106.86,1093.65,424493069
06/05/2007,1079.24,1086.5,1097.48,1098.89,1082.15,426914809
03/05/2007,1076.16,1084.81,1079.24,1086.43,1073,421832198
02/05/2007,1067.98,1078.31,1076.16,1080.74,1064.88,422448882
01/05/2007,1063.86,1056.35,1067.98,1069.63,1052.15,417170415
30/04/2007,1059.21,1056.35,1063.86,1068.05,1054.73,414868830
29/04/2007,1074.38,1069.72,1059.21,1069.72,1057.11,414174964
26/04/2007,1061.93,1082.51,1074.38,1082.82,1072.9,417529447
25/04/2007,1056.62,1055.09,1061.93,1063.01,1052.55,411332311
22/04/2007,1046.97,1057.18,1056.62,1059.27,1054.32,410453379
19/04/2007,1048.35,1040.91,1046.97,1047.78,1037.96,408222218
18/04/2007,1052.99,1053.49,1048.35,1054.37,1044.98,408419853
17/04/2007,1054.01,1055.47,1052.99,1055.47,1046.86,410027223
16/04/2007,1050.25,1053.45,1054.01,1060.4,1049.94,409901583
15/04/2007,1033.58,1042.91,1050.25,1051.45,1042.91,408861681
12/04/2007,1037.7,1033.16,1033.58,1038.38,1030.57,404343001
11/04/2007,1035.61,1034.88,1037.7,1043.01,1033.67,407469817
10/04/2007,1028.81,1033.48,1035.61,1036.24,1025.47,407668352
05/04/2007,1028.47,1031.85,1028.81,1034.28,1024.4,406181371
04/04/2007,1004.22,1019.52,1028.47,1029.33,1019.43,406538765
01/04/2007,997.21,1003.21,1004.22,1006.43,1000.32,398299884
29/03/2007,982.27,988.59,997.21,998.58,988.21,394951862
28/03/2007,988.81,987.01,982.27,994.84,978.16,389862950
27/03/2007,981.18,987.17,988.81,990.9,985.04,393284767
26/03/2007,975.11,980.02,981.18,989.78,978.29,390985051
25/03/2007,968.09,970.19,975.11,975.52,970.14,390176935
22/03/2007,958.39,969.03,968.09,972.39,967.21,387605783
21/03/2007,951.76,955.18,958.39,960.34,953.42,383411437
20/03/2007,951.09,954.02,951.76,954.23,940.09,381664403
19/03/2007,940.92,946.54,951.09,953.69,940.24,381011854
18/03/2007,952.78,952.35,940.92,953.99,939.18,378046948
15/03/2007,955.88,964.01,952.78,966.14,949.31,381341860
14/03/2007,973.59,955.34,955.88,958.72,952.51,381046882
13/03/2007,977.98,976.97,973.59,980.83,967.93,386857850
12/03/2007,974.61,979.63,977.98,985.09,961.23,389180711
11/03/2007,966.27,968.22,974.61,975.28,967.59,388927765
08/03/2007,955.73,962.3,966.27,968.13,959.92,385756498
07/03/2007,960.71,966.39,955.73,966.8,954.48,382178207
06/03/2007,952.03,962.35,960.71,964.06,956.91,382987772
05/03/2007,965.72,946.16,952.03,954.2,943.04,378146255
01/03/2007,971.6,967.31,965.72,981.41,953.38,381355810
28/02/2007,975.66,967.49,971.6,979.51,961.7,385415668
27/02/2007,996.88,992.54,975.66,992.61,970.03,388569363
26/02/2007,996.46,998.58,996.88,1000.31,993.65,397498658
25/02/2007,999.86,996.21,996.46,999.32,993.53,397492055
22/02/2007,999.08,1007.28,999.86,1007.28,994.98,399517851
21/02/2007,992.5,998.41,999.08,1002.21,986.27,398265992
20/02/2007,1003.69,1004.54,992.5,1006.01,991.78,395807447
19/02/2007,990.49,993.73,1003.69,1004.19,993.59,399247008
18/02/2007,990.32,988.2,990.49,991.32,983.39,395008147
15/02/2007,992.48,997.16,990.32,997.16,987.73,396681783
14/02/2007,981.64,984.2,992.48,993.14,982.42,398226886
13/02/2007,966.29,968.72,981.64,982.04,968.72,393242685
12/02/2007,972.95,975.24,966.29,976.93,965.6,384815936
11/02/2007,970.71,968.86,972.95,975.2,967.84,388470481
08/02/2007,973.76,976.01,970.71,977.53,968.2,386744270
07/02/2007,967.53,969.53,973.76,975.67,966.07,387285456
06/02/2007,970.89,974.13,967.53,975.6,965.97,386527792
05/02/2007,969.12,969,970.89,972.54,966.58,388295356
04/02/2007,962.74,966.23,969.12,970.59,965.39,387448946
01/02/2007,951.11,956.32,962.74,963.2,956.32,386255870
31/01/2007,956,954.42,951.11,955.57,946.31,381948830
30/01/2007,953.81,955.62,956,959.38,954.2,382648119
29/01/2007,954.01,955.16,953.81,956.31,951.47,381643571
28/01/2007,946.38,947.64,954.01,955.01,944.21,381593728
25/01/2007,946.35,949.78,946.38,950.1,944.3,377779335
24/01/2007,940.54,945.42,946.35,950.03,944.79,379874364
23/01/2007,938.7,938.71,940.54,942.36,935.62,377136424
22/01/2007,934.76,938.56,938.7,941.56,938.42,375410513
21/01/2007,933.86,935.69,934.76,936.93,930.88,373841600
18/01/2007,934.05,937.57,933.86,938.64,932.68,372193424
17/01/2007,933.32,926.3,934.05,940.2,924.64,370407103
16/01/2007,934.24,937.31,933.32,938.59,930.3,369275810
15/01/2007,928.87,930.96,934.24,936.16,930.96,369971789
14/01/2007,913.99,923.76,928.87,929.74,923.26,368127880
11/01/2007,909.61,914.67,913.99,915.7,903.44,363988920
10/01/2007,922.98,913.83,909.61,914.04,906.44,362281505
09/01/2007,933.2,934.24,922.98,935.07,922.35,366626161
08/01/2007,932.72,936.25,933.2,937.13,931.6,369314311
07/01/2007,941.07,939.07,932.72,939.68,930.81,367899037
