"נתונים היסטוריים - ת""א - 25",,,,,,
מתאריך 01/01/2006 עד תאריך 25/07/2016, תדירות נתונים: יומי,,,,,
,,,,,,
תאריך,מדד בסיס,מדד פתיחה,מדד נעילה,מדד גבוה,מדד נמוך,"שווי שוק כולל(אלפי ש""ח) * "
27/06/2013,1193.67,1192.61,1189.67,1196.28,1187.81,417800263
26/06/2013,1195.75,1196.18,1193.67,1200.92,1193.1,418463849
25/06/2013,1198.9,1202.35,1195.75,1205.67,1195.75,417400417
24/06/2013,1210.83,1206.85,1198.9,1210.98,1197.7,419518380
23/06/2013,1211.77,1210.41,1210.83,1212.1,1203.39,423851461
20/06/2013,1223.83,1215.66,1211.77,1216.23,1210.47,424032560
19/06/2013,1228.22,1229.31,1223.83,1231.42,1222.32,427200182
18/06/2013,1228.98,1228.72,1228.22,1229.53,1226.59,427997311
17/06/2013,1225.11,1230.24,1228.98,1232.58,1227.65,427827496
16/06/2013,1222.13,1223.04,1225.11,1228.17,1222.01,427957274
13/06/2013,1227.86,1214.99,1222.13,1222.91,1212.7,427156532
12/06/2013,1228.17,1226.56,1227.86,1230.52,1224.99,429604798
11/06/2013,1237.21,1234.75,1228.17,1235.45,1225.72,429811896
10/06/2013,1232.63,1232.59,1237.21,1237.21,1231.09,431877868
09/06/2013,1225.26,1235.74,1232.63,1236.54,1231.36,429645837
06/06/2013,1226.31,1224.04,1225.26,1228.84,1222.56,425568119
05/06/2013,1231.83,1226.65,1226.31,1229.43,1225.06,427042887
04/06/2013,1227.6,1227.77,1231.83,1232.06,1226.96,430168030
03/06/2013,1222.6,1222.99,1227.6,1229.05,1219.94,428782532
02/06/2013,1232,1221.2,1222.6,1223.12,1219.68,426761134
30/05/2013,1232.07,1230,1232,1234.86,1224.51,428624539
29/05/2013,1241.17,1240.61,1232.07,1241.33,1231.21,430478575
28/05/2013,1225.56,1233.44,1241.17,1242.6,1233.23,434271704
27/05/2013,1224.12,1225.23,1225.56,1227.24,1222.95,429411289
26/05/2013,1215.4,1219.09,1224.12,1224.64,1218.72,429532103
23/05/2013,1232.71,1218.76,1215.4,1219.37,1211.42,425654176
22/05/2013,1232.23,1232.92,1232.71,1235.33,1227.86,432203925
21/05/2013,1230.16,1231.25,1232.23,1234.03,1227.92,431854305
20/05/2013,1222.72,1221.82,1230.16,1231.96,1219.53,432455154
19/05/2013,1215.76,1219.56,1222.72,1222.73,1217.67,429415129
16/05/2013,1204.66,1217.59,1215.76,1220.48,1214.35,427188360
13/05/2013,1193.16,1195.39,1204.66,1206.87,1193.84,420467271
12/05/2013,1203.19,1205.81,1193.16,1206.43,1191.89,416897681
09/05/2013,1209.31,1212.55,1203.19,1213.1,1203.19,420411734
08/05/2013,1210.68,1211.72,1209.31,1214.18,1207.26,423008706
07/05/2013,1209.89,1210.62,1210.68,1211.6,1207.22,422747638
06/05/2013,1203.01,1204.6,1209.89,1210.33,1201.84,422807565
05/05/2013,1204.53,1208.55,1203.01,1210.37,1199.47,420141202
02/05/2013,1204.14,1202.69,1204.53,1206.88,1201.34,420530449
01/05/2013,1206.19,1205.04,1204.14,1212.21,1202.61,420815254
30/04/2013,1196.86,1199.97,1206.19,1206.19,1197.8,423582941
29/04/2013,1196.8,1195.9,1196.86,1200.56,1195.55,421605596
28/04/2013,1205.09,1199.7,1196.8,1200.37,1195.12,421457346
25/04/2013,1215.02,1207.92,1205.09,1209.99,1202.82,424438620
24/04/2013,1207.71,1212.62,1215.02,1218.91,1208.88,426335510
23/04/2013,1201.62,1196.61,1207.71,1207.71,1195.25,425274061
22/04/2013,1203.37,1206.69,1201.62,1213.5,1192.28,423222599
21/04/2013,1203.74,1203.37,1203.37,1207.62,1191.42,422509234
18/04/2013,1218.55,1216.94,1203.74,1217.35,1202.78,423439832
17/04/2013,1230.35,1228.54,1218.55,1229.31,1215.52,428285529
14/04/2013,1230.12,1229.87,1230.35,1233.74,1227.58,431986745
11/04/2013,1232.23,1235.9,1230.12,1237.01,1228.43,433177438
10/04/2013,1229.26,1229.5,1232.23,1236.34,1227.25,433840414
09/04/2013,1228.42,1230.67,1229.26,1231.41,1227.59,434641049
08/04/2013,1225.74,1226.39,1228.42,1231.61,1223.6,437507398
07/04/2013,1229.74,1227.76,1225.74,1234.21,1223.93,436032105
04/04/2013,1239.79,1238.17,1229.74,1238.68,1229.2,438490535
03/04/2013,1242.54,1241.33,1239.79,1243.25,1238.19,441118129
02/04/2013,1237.67,1239.94,1242.54,1244.66,1237.48,441270933
28/03/2013,1243.95,1240.63,1237.67,1241.94,1234.78,439310403
27/03/2013,1247.42,1251.53,1243.95,1251.87,1240.12,442621796
24/03/2013,1239.09,1247.68,1247.42,1249.12,1241.86,444788418
21/03/2013,1249.37,1249.58,1239.09,1250.12,1238.14,443114404
20/03/2013,1248.96,1251.68,1249.37,1253.44,1247.41,444875520
19/03/2013,1244.64,1246.32,1248.96,1254.22,1242.98,445526792
18/03/2013,1234.95,1224.79,1244.64,1251.13,1223.39,444095154
17/03/2013,1240.51,1245.17,1234.95,1246.27,1233.6,443153403
14/03/2013,1240.06,1243.08,1240.51,1245.06,1240.35,445665356
13/03/2013,1240.78,1240.22,1240.06,1243.17,1233.88,443543196
12/03/2013,1236.98,1241.5,1240.78,1242.65,1238.68,442959984
11/03/2013,1237.28,1236.31,1236.98,1240.54,1234.87,441332114
10/03/2013,1226.89,1238.63,1237.28,1249.05,1237.28,440773809
07/03/2013,1228.23,1227.66,1226.89,1231.66,1225.14,439037246
06/03/2013,1226.21,1230.8,1228.23,1231.35,1226.35,435990619
05/03/2013,1217.96,1221.33,1226.21,1228.18,1221.13,434295453
04/03/2013,1216.09,1212.07,1217.96,1219.45,1208.59,430449548
03/03/2013,1221.47,1220.61,1216.09,1221.1,1214.74,429246209
28/02/2013,1214.93,1222.9,1221.47,1223.01,1218.42,431750037
27/02/2013,1217.9,1219.41,1214.93,1219.98,1214.6,430367727
26/02/2013,1220.67,1210.43,1217.9,1218.78,1208.22,431622336
25/02/2013,1218,1221.27,1220.67,1223.79,1218.78,434123247
21/02/2013,1241.9,1214.57,1218,1226.65,1214.57,432849620
20/02/2013,1224.72,1229.12,1241.9,1241.9,1227.8,438984881
19/02/2013,1218.47,1217.33,1224.72,1226.71,1216.6,434009949
18/02/2013,1224.59,1224.4,1218.47,1224.87,1216.3,431797343
17/02/2013,1220.71,1222.78,1224.59,1229.04,1221.75,434472225
14/02/2013,1225.38,1224.82,1220.71,1225.38,1217.04,433992205
13/02/2013,1229,1231.21,1225.38,1232.47,1223.44,435866301
12/02/2013,1218.38,1218.56,1229,1229.32,1215.11,435613514
11/02/2013,1212.35,1214.25,1218.38,1221.1,1213.47,433383995
10/02/2013,1210.46,1218.53,1212.35,1219.18,1212.35,431175326
07/02/2013,1202.88,1207.1,1210.46,1210.46,1204.52,427278537
06/02/2013,1205.01,1209.92,1202.88,1212.53,1201.27,427264771
05/02/2013,1195.58,1194.18,1205.01,1205.51,1192.41,427598819
04/02/2013,1195.19,1194.51,1195.58,1199,1189.63,423849729
03/02/2013,1177.36,1194.43,1195.19,1195.32,1192.23,424313767
31/01/2013,1176.67,1175.51,1177.36,1181.8,1172.55,419654319
30/01/2013,1186.5,1188.65,1176.67,1192.4,1174.22,420890516
29/01/2013,1197.34,1196.95,1186.5,1197.95,1182.07,424396699
28/01/2013,1192.81,1193.5,1197.34,1198.88,1189.26,427320551
27/01/2013,1196.34,1205.99,1192.81,1207.07,1192.48,425689353
24/01/2013,1204.65,1196.94,1196.34,1200.65,1190.8,427920007
23/01/2013,1193.01,1204.43,1204.65,1214.69,1201.81,428977981
21/01/2013,1189.26,1188.19,1193.01,1193.43,1179.08,425179410
20/01/2013,1207.67,1203.17,1189.26,1204.56,1189.17,423148257
17/01/2013,1208.65,1206.98,1207.67,1208.54,1203.91,428106219
16/01/2013,1210.24,1208.99,1208.65,1211.39,1199.89,428987438
15/01/2013,1219.33,1217.9,1210.24,1221.9,1208.74,429412366
14/01/2013,1217.76,1220.89,1219.33,1225.76,1216.47,431381870
13/01/2013,1224.11,1219.23,1217.76,1221.05,1216.09,431606789
10/01/2013,1210.26,1216.65,1224.11,1224.3,1206.68,434836079
09/01/2013,1203.97,1206.25,1210.26,1210.26,1204.96,430864973
08/01/2013,1206.78,1202.62,1203.97,1209.36,1201.29,428115938
07/01/2013,1216.39,1213.9,1206.78,1214.46,1205.41,429310392
06/01/2013,1210.62,1220.24,1216.39,1222.41,1215.9,431382038
03/01/2013,1221.31,1216.79,1210.62,1217.45,1207.13,426013867
02/01/2013,1214.59,1218.6,1221.31,1223.53,1217.13,428308204
01/01/2013,1185.6,1206.53,1214.59,1214.59,1202.65,427151977
31/12/2012,1186.78,1185.32,1185.6,1188.35,1177.37,418867678
30/12/2012,1184.12,1179.76,1186.78,1187.82,1179.3,419784411
27/12/2012,1185.92,1165.74,1184.12,1188.37,1165.74,419076582
26/12/2012,1181.48,1183.72,1185.92,1192.19,1177.68,420624281
25/12/2012,1190.91,1192.78,1181.48,1194.8,1179.86,419328646
24/12/2012,1203.92,1201.05,1190.91,1202.52,1187.03,421997102
23/12/2012,1220.74,1215.52,1203.92,1217.33,1203.92,424975736
20/12/2012,1226.34,1220.37,1220.74,1222.7,1217.41,429809385
19/12/2012,1216.39,1222.12,1226.34,1227.15,1220.33,434053128
18/12/2012,1211.65,1219.64,1216.39,1220.06,1215.04,430239824
17/12/2012,1219.46,1224.2,1211.65,1225.04,1205.18,428200268
16/12/2012,1230.88,1225.57,1219.46,1226.05,1217.05,430925401
13/12/2012,1244.45,1239.37,1230.88,1242.53,1230.88,437926071
12/12/2012,1244.51,1243.34,1244.45,1248.82,1242.87,444853368
11/12/2012,1234.29,1235.13,1244.51,1244.63,1233.85,450429942
10/12/2012,1234.58,1233.44,1234.29,1234.29,1227.71,446765536
09/12/2012,1228.53,1233.02,1234.58,1234.87,1232.34,447509059
06/12/2012,1230.66,1229.8,1228.53,1231.94,1226.13,442859505
05/12/2012,1225.31,1230.8,1230.66,1233.18,1228.3,444106578
04/12/2012,1232.34,1226.95,1225.31,1228.86,1223.62,439903089
03/12/2012,1232.35,1236.29,1232.34,1238.32,1228.38,439703779
02/12/2012,1229.97,1226.49,1232.35,1232.35,1225.28,440703739
29/11/2012,1226.13,1226.56,1229.97,1234.05,1226.08,440944339
28/11/2012,1235.46,1234.98,1226.13,1237.1,1226.13,442046943
27/11/2012,1229.6,1233.94,1235.46,1238.97,1231.88,441363453
26/11/2012,1227.17,1225.25,1229.6,1231.58,1222.06,438987707
25/11/2012,1211.03,1222.25,1227.17,1228.72,1222.12,437566956
22/11/2012,1208.66,1215.19,1211.03,1218.02,1209.5,432904717
21/11/2012,1204.9,1204.86,1208.66,1209.77,1197.47,433480884
20/11/2012,1206.13,1207.9,1204.9,1212.31,1201.22,430849970
19/11/2012,1198.38,1200.39,1206.13,1213.1,1197.3,431254418
18/11/2012,1181.76,1188.55,1198.38,1198.38,1187.06,429119921
15/11/2012,1189.22,1171.84,1181.76,1181.95,1167.27,425759246
14/11/2012,1200.33,1204.65,1189.22,1207.77,1189.22,430659848
13/11/2012,1199.41,1195.17,1200.33,1205.31,1193.4,434371266
12/11/2012,1208.12,1210.09,1199.41,1213.78,1197.94,435854041
11/11/2012,1211.57,1204.23,1208.12,1208.74,1197.65,438254458
08/11/2012,1212.2,1207.27,1211.57,1214.95,1204.92,440533246
07/11/2012,1229.66,1232.05,1212.2,1232.54,1212.2,440248045
06/11/2012,1223.96,1226.19,1229.66,1234.09,1223.45,445224806
05/11/2012,1216.77,1220.53,1223.96,1225.44,1218.86,446539099
04/11/2012,1219.71,1219.62,1216.77,1219.62,1213.59,443897541
01/11/2012,1214.22,1214.77,1219.71,1220.23,1213.99,443750921
31/10/2012,1209.12,1219.83,1214.22,1219.83,1207.13,442532487
30/10/2012,1199.61,1203.75,1209.12,1213.72,1202.32,440863707
29/10/2012,1208.41,1203.82,1199.61,1204.6,1197.71,436547767
28/10/2012,1209.74,1208.26,1208.41,1213.14,1207.19,439587196
25/10/2012,1202.49,1199.96,1209.74,1214.44,1199.16,440526199
24/10/2012,1192.07,1194.07,1202.49,1204.91,1190.84,437500181
23/10/2012,1207.51,1200.78,1192.07,1204.05,1190.19,434714466
22/10/2012,1199.19,1203.71,1207.51,1216.94,1198.06,439229325
21/10/2012,1217.26,1202.74,1199.19,1204.22,1196.35,437294427
18/10/2012,1233.49,1226.87,1217.26,1231.01,1215.47,442475695
17/10/2012,1233.61,1231.42,1233.49,1238.25,1229.47,441470628
16/10/2012,1228.82,1233.71,1233.61,1238.67,1229.63,438368056
15/10/2012,1215.62,1222.32,1228.82,1236.64,1218.91,436880983
14/10/2012,1216.86,1212.73,1215.62,1216.88,1204.68,434718051
11/10/2012,1206.41,1206.03,1216.86,1218.23,1203.68,436962768
10/10/2012,1207.55,1206.26,1206.41,1209.94,1194.59,435333113
09/10/2012,1226.23,1223.2,1207.55,1224.31,1207.55,436372200
04/10/2012,1229.82,1231,1226.23,1231,1223.41,444921165
03/10/2012,1216.35,1216.9,1229.82,1239.24,1211.97,447096888
02/10/2012,1189.25,1197.12,1216.35,1216.62,1195.48,444953567
27/09/2012,1166.98,1172.21,1189.25,1191.58,1168.19,436457159
24/09/2012,1148.54,1149.17,1166.98,1168.49,1148.29,427426611
23/09/2012,1138.33,1141.93,1148.54,1149.86,1141.27,422385734
20/09/2012,1138.1,1136.81,1138.33,1138.33,1134.76,422192104
19/09/2012,1133.05,1141.46,1138.1,1143.24,1137.19,425963362
13/09/2012,1133.84,1131.5,1133.05,1133.13,1128.67,424068852
12/09/2012,1130.71,1133.02,1133.84,1135.79,1128.53,425555653
11/09/2012,1131.47,1124.89,1130.71,1131.16,1122.82,423795006
10/09/2012,1129.45,1127.47,1131.47,1133.78,1126.18,424847293
09/09/2012,1112.57,1122.59,1129.45,1132.53,1120.91,423086258
06/09/2012,1113.67,1112.75,1112.57,1117.47,1109.83,415995674
05/09/2012,1113.52,1111.67,1113.67,1116.24,1106.28,416128273
04/09/2012,1119.69,1119.38,1113.52,1121.21,1112.34,416764629
03/09/2012,1114.59,1113.75,1119.69,1120.33,1113.63,419671150
02/09/2012,1120.58,1117.02,1114.59,1121.02,1113.92,416904323
30/08/2012,1120.75,1123.84,1120.58,1123.87,1116.96,418419529
29/08/2012,1108.23,1109.43,1120.75,1124.1,1107.79,419140983
28/08/2012,1115.76,1115.07,1108.23,1115.82,1107.2,416882892
27/08/2012,1112.27,1111.54,1115.76,1119.41,1111.38,422095788
26/08/2012,1109.42,1116.55,1112.27,1117.69,1111.03,420185858
23/08/2012,1115.07,1120.22,1109.42,1123.72,1108.21,420778377
22/08/2012,1118.73,1116.13,1115.07,1120.56,1112.78,422503731
21/08/2012,1104.87,1107.53,1118.73,1120.22,1106.38,423819834
20/08/2012,1106.47,1107.72,1104.87,1109.99,1103.79,420457962
19/08/2012,1099.66,1103.23,1106.47,1109.31,1102.07,420368245
16/08/2012,1091.62,1094.83,1099.66,1103.75,1093.13,420686913
15/08/2012,1091.42,1088.61,1091.62,1093.46,1087.14,419931883
14/08/2012,1083.86,1085.07,1091.42,1092.53,1084.34,420508881
13/08/2012,1100.77,1097.01,1083.86,1099.17,1082.12,419329183
12/08/2012,1107.26,1104.68,1100.77,1105.29,1095.62,422248254
09/08/2012,1110.22,1110.73,1107.26,1112.25,1104.82,422872986
08/08/2012,1109.12,1103.82,1110.22,1110.22,1102.88,423860101
07/08/2012,1097.55,1098.66,1109.12,1110.18,1098.25,423756672
06/08/2012,1101.23,1102.35,1097.55,1102.95,1096.34,415249900
05/08/2012,1096.01,1108.03,1101.23,1108.91,1100.38,416179873
02/08/2012,1106.56,1102.24,1096.01,1107.67,1095.79,420602791
01/08/2012,1105.79,1106.19,1106.56,1109.21,1099.94,425384913
31/07/2012,1110.57,1110.91,1105.79,1111.33,1103.34,424715768
30/07/2012,1093.09,1109.7,1110.57,1114.99,1108.49,428638988
26/07/2012,1079.35,1083.08,1093.09,1096.13,1075.87,421778131
25/07/2012,1065.86,1062.09,1079.35,1080.73,1061.16,419615315
24/07/2012,1055.9,1060.87,1065.86,1067.52,1054.61,415580372
23/07/2012,1073.11,1068.39,1055.9,1068.55,1052.49,411798450
22/07/2012,1079.46,1072.06,1073.11,1073.61,1070.49,416982265
19/07/2012,1057.42,1078.47,1079.46,1084.08,1075.45,419353654
18/07/2012,1059.96,1054.86,1057.42,1060.49,1053.51,418467281
17/07/2012,1056.35,1059.9,1059.96,1061.49,1048.61,416150376
16/07/2012,1058.85,1055.9,1056.35,1056.35,1044.68,411296542
15/07/2012,1067.22,1075.29,1058.85,1076.46,1058.85,409943393
12/07/2012,1075.05,1070.36,1067.22,1070.39,1066.03,409606862
11/07/2012,1079.01,1073.56,1075.05,1077.32,1072.11,410913103
10/07/2012,1075.67,1074.16,1079.01,1082.32,1072.89,410741745
09/07/2012,1076.61,1076.01,1075.67,1078.49,1072.88,410950730
08/07/2012,1083.42,1073.23,1076.61,1078.99,1071.68,409597829
05/07/2012,1078.89,1080.32,1083.42,1091.82,1077.98,411790094
04/07/2012,1079.16,1082.52,1078.89,1083.64,1076.88,410819584
03/07/2012,1078.06,1076.93,1079.16,1082.64,1075.6,410445821
02/07/2012,1082.29,1077.21,1078.06,1084.41,1075.88,410560761
01/07/2012,1057.63,1079.82,1082.29,1085.18,1079.82,410664542
28/06/2012,1066.3,1074.37,1057.63,1074.89,1052.55,403519300
27/06/2012,1064.68,1066.81,1066.3,1068.98,1062.28,407190453
26/06/2012,1065.92,1065.8,1064.68,1071.55,1060.79,406770067
25/06/2012,1080.38,1074.05,1065.92,1075.62,1064.45,408752730
24/06/2012,1073.46,1073.43,1080.38,1080.38,1063.23,416025049
21/06/2012,1078.77,1071.5,1073.46,1077.61,1070.75,401300498
20/06/2012,1081.53,1081.03,1078.77,1084.91,1077.22,402535511
19/06/2012,1067.52,1068.19,1081.53,1081.53,1065.61,402637782
18/06/2012,1070.65,1074.94,1067.52,1076.8,1062.44,397657113
17/06/2012,1049.58,1068.82,1070.65,1071.13,1063.09,398709053
14/06/2012,1062.4,1061.72,1049.58,1065.72,1042.41,395170986
13/06/2012,1080.08,1079.97,1062.4,1085.79,1062.4,399007934
12/06/2012,1080.04,1076.01,1080.08,1080.08,1066.95,404882528
11/06/2012,1094.66,1102.28,1080.04,1103.34,1077.11,405818461
10/06/2012,1089.43,1092.18,1094.66,1095.5,1087.47,409151548
07/06/2012,1069.64,1077.07,1089.43,1089.43,1073.64,409411704
06/06/2012,1055.82,1064.23,1069.64,1072.7,1062.74,402785819
05/06/2012,1051.57,1055.87,1055.82,1057.74,1043.75,398465565
04/06/2012,1040.61,1037.21,1051.57,1054.98,1036.66,399087300
03/06/2012,1065.02,1039.35,1040.61,1045.28,1037.43,395577702
31/05/2012,1049.18,1052.92,1065.02,1065.02,1047.94,405554597
30/05/2012,1056.74,1052.15,1049.18,1058.34,1044.98,393769889
29/05/2012,1060.04,1065.05,1056.74,1066.62,1050.21,397674588
28/05/2012,1050.92,1061.7,1060.04,1063.4,1056.95,399161776
24/05/2012,1045.22,1048.78,1050.92,1055.96,1037.42,399029168
23/05/2012,1065.94,1057.73,1045.22,1060.98,1045.22,395336515
22/05/2012,1064.38,1073.97,1065.94,1081.66,1057.99,399253912
21/05/2012,1072.77,1075.76,1064.38,1084.38,1064.38,399942480
20/05/2012,1081.74,1066.6,1072.77,1079.98,1062.27,403094161
17/05/2012,1103.59,1101.1,1081.74,1101.14,1076.43,409822173
16/05/2012,1090.88,1077.86,1103.59,1104.02,1076.81,415728069
15/05/2012,1111.48,1111.13,1090.88,1113.67,1081.75,412655011
14/05/2012,1127.91,1126.24,1111.48,1128.29,1109.6,418321231
13/05/2012,1135.22,1133.45,1127.91,1133.56,1125.79,422120983
10/05/2012,1130.83,1136.11,1135.22,1139.17,1129.79,426433180
09/05/2012,1145.33,1145.51,1130.83,1146.36,1130.83,428587188
08/05/2012,1147.72,1152.07,1145.33,1154.72,1145.33,435064516
07/05/2012,1147.07,1138.48,1147.72,1149.04,1135.96,435181709
06/05/2012,1167.67,1150.55,1147.07,1151.23,1145.56,435408164
03/05/2012,1158.65,1159.89,1167.67,1169.44,1157.36,444221164
02/05/2012,1166.32,1171.48,1158.65,1173.51,1156.39,444064893
01/05/2012,1164.36,1165.29,1166.32,1167.74,1162.84,444722243
30/04/2012,1164.89,1167.63,1164.36,1168.66,1160.92,443565063
29/04/2012,1162.95,1174.98,1164.89,1175.47,1164.29,443210646
24/04/2012,1148.28,1156.27,1162.95,1163.58,1154.49,443095803
23/04/2012,1161.74,1156.92,1148.28,1158.34,1143.5,438129993
22/04/2012,1153.11,1157.28,1161.74,1165.34,1154.06,441846189
19/04/2012,1142.8,1148.79,1153.11,1157.22,1148.66,441448238
18/04/2012,1145.86,1148.72,1142.8,1150.65,1137.72,440639893
17/04/2012,1131.44,1129.49,1145.86,1150.12,1128.99,439686746
16/04/2012,1110.48,1111.21,1131.44,1131.44,1110.94,434009430
15/04/2012,1130.88,1122,1110.48,1122.33,1108.23,429344811
11/04/2012,1138.11,1127.99,1130.88,1132.88,1125.85,434922454
10/04/2012,1133.65,1136.37,1138.11,1140.95,1133.4,438012614
09/04/2012,1136.85,1133.13,1133.65,1135.3,1132,437205174
08/04/2012,1144.85,1144.5,1136.85,1145.08,1136.49,437108347
05/04/2012,1141.57,1143.91,1144.85,1146.94,1139.01,440494760
04/04/2012,1146.78,1141.41,1141.57,1143.44,1137.17,439517406
03/04/2012,1135.66,1141.79,1146.78,1147.09,1140.84,442869982
02/04/2012,1129.43,1132.43,1135.66,1136.86,1129.87,439136852
01/04/2012,1124.85,1131.02,1129.43,1136.48,1126.51,436488978
29/03/2012,1145.6,1141.46,1124.85,1142.38,1124.85,431376859
28/03/2012,1149.43,1150.96,1145.6,1154.35,1143.86,436936762
27/03/2012,1148.96,1151.98,1149.43,1158.63,1149.43,436752026
26/03/2012,1127.93,1126.98,1148.96,1149.01,1126.28,436132469
25/03/2012,1115.74,1124.95,1127.93,1128.69,1121.47,429612783
22/03/2012,1115.16,1116.52,1115.74,1119.6,1109.79,426412044
21/03/2012,1108.26,1111.81,1115.16,1120.08,1111.81,426718829
20/03/2012,1109.87,1108.89,1108.26,1111.46,1102.42,424983215
19/03/2012,1113.86,1111.13,1109.87,1113.2,1106.2,425395120
18/03/2012,1109.63,1118.09,1113.86,1120.01,1110.91,425577265
15/03/2012,1111.8,1113.07,1109.63,1114.79,1107.17,425959963
14/03/2012,1080.9,1089.14,1111.8,1120.61,1089.07,428989389
13/03/2012,1073.25,1080.65,1080.9,1083.29,1075.65,423932225
12/03/2012,1084.75,1080.19,1073.25,1081.83,1070.59,422471881
11/03/2012,1079.59,1090.08,1084.75,1090.64,1076.32,425845375
07/03/2012,1076.31,1076.82,1079.59,1081.29,1072.89,425101949
06/03/2012,1092.42,1085.89,1076.31,1086.94,1074.66,423380380
05/03/2012,1098.48,1096.31,1092.42,1097.9,1091.45,429089642
04/03/2012,1091.98,1094.46,1098.48,1098.69,1089.48,430443226
01/03/2012,1081.35,1079.38,1091.98,1091.98,1078.41,427826668
29/02/2012,1065.07,1067.22,1081.35,1082.97,1067.22,424014328
28/02/2012,1075.05,1081.5,1065.07,1082.88,1063.22,417435002
27/02/2012,1072.8,1069.68,1075.05,1080.7,1067.99,420185653
26/02/2012,1097.61,1103.43,1072.8,1103.77,1072.8,419958463
23/02/2012,1117.98,1109.01,1097.61,1110.9,1097.61,426880393
22/02/2012,1120.19,1121.4,1117.98,1123.27,1117.19,433423021
21/02/2012,1116.78,1117.92,1120.19,1121.35,1113.19,431889182
20/02/2012,1111.47,1115.4,1116.78,1119.1,1110.77,430190686
19/02/2012,1105.21,1113.8,1111.47,1114.85,1106.67,429035434
16/02/2012,1114.06,1107.68,1105.21,1110.16,1101.95,428806849
15/02/2012,1112.64,1122.07,1114.06,1124.57,1111.97,429586007
14/02/2012,1119.49,1117.27,1112.64,1120.69,1111.86,426348094
13/02/2012,1121,1125,1119.49,1125.95,1114.24,428884037
12/02/2012,1117,1109.61,1121,1124.1,1108.24,430526742
07/02/2012,1116.32,1117.53,1117,1118.68,1103.58,432204250
06/02/2012,1128.81,1125.59,1116.32,1127,1116.32,432150647
05/02/2012,1121.27,1131.92,1128.81,1133.13,1128.01,436154186
02/02/2012,1123.16,1126.63,1121.27,1127.86,1119.1,435239638
01/02/2012,1119.5,1115.39,1123.16,1127.6,1115.12,433649804
31/01/2012,1113.28,1120.3,1119.5,1121.99,1116.67,431764243
30/01/2012,1120.8,1114.68,1113.28,1116.7,1109.04,430111124
29/01/2012,1130.25,1122.54,1120.8,1124.16,1118.41,432040321
26/01/2012,1113.74,1125.95,1130.25,1130.89,1123.05,437699292
25/01/2012,1122.7,1128.77,1113.74,1129.12,1113.74,434919529
24/01/2012,1132.48,1130.8,1122.7,1131.94,1111.52,437523417
23/01/2012,1136.43,1135.47,1132.48,1139.23,1132.48,439184892
22/01/2012,1136.64,1140.99,1136.43,1142.1,1134.15,440768253
19/01/2012,1131.3,1140.31,1136.64,1140.96,1131.85,440107219
18/01/2012,1133.58,1131,1131.3,1141.8,1125.76,438039740
17/01/2012,1119.08,1132.43,1133.58,1137.47,1129.3,439082351
16/01/2012,1107.26,1112.75,1119.08,1119.08,1106.95,434165163
15/01/2012,1128.55,1121.5,1107.26,1121.71,1107.26,431425225
12/01/2012,1122.93,1123.75,1128.55,1133.96,1122.27,436367981
11/01/2012,1134.07,1131.11,1122.93,1132.77,1117.85,436541432
10/01/2012,1115.61,1124.12,1134.07,1134.07,1122.83,438955632
09/01/2012,1114.55,1113.06,1115.61,1119.07,1110.57,430680650
08/01/2012,1113.23,1114.11,1114.55,1116.6,1110.9,429276275
05/01/2012,1111.53,1110.48,1113.23,1117.32,1103.34,430278310
04/01/2012,1110.42,1108.06,1111.53,1114.62,1104.78,429448416
03/01/2012,1107.55,1110.49,1110.42,1116.81,1106,425258339
02/01/2012,1099.19,1097.76,1107.55,1109.41,1096.52,424306786
01/01/2012,1085.59,1091.89,1099.19,1103.19,1090.7,417907092
29/12/2011,1113.31,1089.93,1085.59,1099.01,1084.01,413540165
28/12/2011,1120.81,1118.78,1113.31,1120.27,1112.27,424671772
27/12/2011,1123.56,1121.53,1120.81,1126.13,1119.63,426034137
26/12/2011,1115.26,1116.74,1123.56,1123.56,1115.21,426539412
25/12/2011,1091.46,1107.7,1115.26,1115.26,1105.19,423981676
22/12/2011,1092.3,1096.51,1091.46,1101.4,1083.31,417939890
21/12/2011,1107.73,1116.93,1092.3,1118.99,1091.04,414693701
20/12/2011,1099.18,1095.01,1107.73,1108.81,1093.55,419544581
19/12/2011,1086.19,1082.47,1099.18,1103.99,1081.21,420138349
18/12/2011,1093.37,1092.27,1086.19,1094.85,1083.02,416705472
15/12/2011,1074.7,1073.01,1093.37,1093.37,1070.97,415663271
14/12/2011,1077.15,1070.61,1074.7,1082.17,1064.45,406618737
13/12/2011,1063.47,1065.1,1077.15,1080.96,1062.1,400153529
12/12/2011,1087.14,1082.55,1063.47,1087.99,1057.11,395377421
11/12/2011,1070.73,1092.93,1087.14,1092.93,1082.03,402384710
08/12/2011,1067.98,1074.66,1070.73,1090.62,1065.71,397690695
07/12/2011,1090.2,1103.46,1067.98,1104.36,1063.48,398352878
06/12/2011,1108.94,1094.97,1090.2,1104.94,1086.61,405235330
05/12/2011,1084.33,1094.39,1108.94,1111.53,1093.68,410715739
04/12/2011,1085.2,1084.22,1084.33,1088.77,1077.53,403964511
01/12/2011,1082.36,1085.57,1085.2,1094.57,1077.64,405668524
30/11/2011,1040.96,1038.84,1082.36,1083,1034.36,403906732
